link,property_id,locality_name,postal_code,price,type_of_property,subtype_of_property,number_of_rooms,living_area,furnished,open_fire,terrace_surface,garden,facades,swimming_pool,land_area,equipped_kitchen,state_of_building,type_of_sale
https://www.immoweb.be/en/classified/house/for-sale/diepenbeek/3590/20260497,20260497,Diepenbeek,3590,344000,HOUSE,HOUSE,3,167,0,0,,null,2,1,228,HYPER_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/heer/5543/20167635,20167635,Heer,5543,119990,HOUSE,HOUSE,2,107,,0,null,125,3,0,337,INSTALLED,TO_BE_DONE_UP,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/diepenbeek/3590/20221018,20221018,Diepenbeek,3590,445000,HOUSE,HOUSE,3,145,,0,,null,0,0,1207,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/diepenbeek/3590/11021845,11021845,Diepenbeek,3590,388725,HOUSE,HOUSE,3,175,,0,null,null,3,0,380,,,FOR_SALE
https://www.immoweb.be/en/classified/exceptional-property/for-sale/diepenbeek/3590/20255179,20255179,Diepenbeek,3590,397000,HOUSE,EXCEPTIONAL_PROPERTY,4,272,,0,,null,3,0,206,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/emines/5080/20183321,20183321,Émines,5080,309000,HOUSE,HOUSE,3,131,0,0,25,157,3,1,275,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/diepenbeek/3590/20260496,20260496,Diepenbeek,3590,344000,HOUSE,HOUSE,3,167,0,0,,null,2,1,228,HYPER_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/diepenbeek/3590/11284212,11284212,Diepenbeek,3590,420000,HOUSE,HOUSE,3,170,0,0,null,null,3,1,486,HYPER_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/farmhouse/for-sale/herstappe/3717/20270421,20270421,Herstappe,3717,700000,HOUSE,FARMHOUSE,10,300,0,0,,null,4,0,2991,,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/heer/5543/11021533,11021533,Heer,5543,206974,HOUSE,HOUSE,3,125,,0,null,null,4,0,1125,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/gingelom/3891/11432173,11432173,Gingelom,3891,352000,HOUSE,HOUSE,3,176,,0,null,665,4,0,825,,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/diepenbeek/3590/20021204,20021204,Diepenbeek,3590,289500,APARTMENT,APARTMENT,3,110,,0,5,null,2,1,,INSTALLED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/la-bruyere/5080/20230981,20230981,La Bruyère,5080,599000,HOUSE,HOUSE,5,273,0,0,,null,4,1,1670,INSTALLED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/diepenbeek/3590/20260495,20260495,Diepenbeek,3590,344000,HOUSE,HOUSE,3,167,0,0,,null,2,1,228,HYPER_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/diepenbeek/3590/20266220,20266220,Diepenbeek,3590,399000,HOUSE,HOUSE,3,216,,0,,null,3,0,832,,JUST_RENOVATED,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/la-bruyere/5080/20242227,20242227,La Bruyère,5080,385000,HOUSE,HOUSE,3,145,0,0,20,1400,4,1,1666,HYPER_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/gingelom/3891/20109704,20109704,GINGELOM,3891,335000,HOUSE,HOUSE,3,354,,0,null,null,4,0,1200,,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/diepenbeek/3590/20163603,20163603,Diepenbeek,3590,550000,HOUSE,HOUSE,4,242,0,0,,null,4,1,919,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/heer/5543/10639346,10639346,Heer,5543,120000,HOUSE,HOUSE,2,,,0,null,null,2,0,0,,,FOR_SALE
https://www.immoweb.be/en/classified/town-house/for-sale/hastiere/5543/20225554,20225554,Hastière,5543,249000,HOUSE,TOWN_HOUSE,3,210,,1,67,1300,0,1,610,,TO_RESTORE,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/diepenbeek/3590/11284213,11284213,Diepenbeek,3590,430000,HOUSE,HOUSE,3,170,0,0,null,null,3,1,533,HYPER_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/diepenbeek/3590/20259983,20259983,DIEPENBEEK,3590,464260,APARTMENT,APARTMENT,3,157,,0,20,null,2,0,,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/la-bruyere/5080/11237681,11237681,La Bruyère,5080,695000,HOUSE,HOUSE,5,285,,0,,null,3,1,2913,HYPER_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/warisoulx/5080/20228254,20228254,Warisoulx,5080,325000,HOUSE,HOUSE,4,142,0,1,30,null,3,0,250,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/buvingen/3891/10129606,10129606,BUVINGEN,3891,255000,HOUSE,HOUSE,4,292,,0,null,null,2,0,652,SEMI_EQUIPPED,TO_BE_DONE_UP,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/diepenbeek/3590/11091422,11091422,Diepenbeek,3590,329000,APARTMENT,APARTMENT,2,142,0,0,,null,3,1,,HYPER_EQUIPPED,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/beverlo/3581/11335370,11335370,Beverlo,3581,485000,HOUSE,HOUSE,4,168,0,0,,953,4,1,1185,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/la-bruyere/5080/20204472,20204472,La Bruyère,5080,379000,HOUSE,HOUSE,3,173,,0,null,null,3,1,573,INSTALLED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/villa/for-sale/namur/5080/11484800,11484800,Namur,5080,399000,HOUSE,VILLA,3,162,0,0,59,696,4,0,1072,INSTALLED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/diepenbeek/3590/20069898,20069898,Diepenbeek,3590,440000,APARTMENT,APARTMENT,2,379,,0,null,null,,0,,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/la-bruyere/5080/20143404,20143404,La Bruyère,5080,349000,HOUSE,HOUSE,3,198,,0,,708,0,0,708,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/buvingen/3891/11489407,11489407,Buvingen,3891,340000,HOUSE,HOUSE,3,295,,0,null,null,0,0,1122,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/diepenbeek/3590/20220997,20220997,Diepenbeek,3590,299000,APARTMENT,APARTMENT,2,,,0,9,null,0,0,,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/rhisnes/5080/11459234,11459234,Rhisnes,5080,345000,HOUSE,HOUSE,3,140,,0,1,1,3,1,581,INSTALLED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/diepenbeek/3590/20142939,20142939,Diepenbeek,3590,445000,HOUSE,HOUSE,3,280,,0,28,null,0,0,1737,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/beringen/3581/20199142,20199142,Beringen,3581,269000,HOUSE,HOUSE,3,150,,0,,null,4,0,555,HYPER_EQUIPPED,JUST_RENOVATED,FOR_SALE
https://www.immoweb.be/en/classified/castle/for-sale/rhisnes/5080/20149888,20149888,RHISNES,5080,1599999,HOUSE,CASTLE,41,,,0,null,null,4,0,0,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/rhisnes/5080/20248023,20248023,Rhisnes,5080,349000,HOUSE,HOUSE,3,172,,0,null,null,0,0,1300,INSTALLED,TO_BE_DONE_UP,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/gingelom/3891/20189671,20189671,GINGELOM,3891,439000,HOUSE,HOUSE,3,242,,0,null,null,4,0,236,INSTALLED,JUST_RENOVATED,FOR_SALE
https://www.immoweb.be/en/classified/villa/for-sale/la-bruyere/5080/11381683,11381683,La Bruyère,5080,329000,HOUSE,VILLA,3,137,0,0,null,null,4,1,1900,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/beringen/3581/11151257,11151257,BERINGEN,3581,230000,HOUSE,HOUSE,5,196,,0,,null,3,0,206,SEMI_EQUIPPED,TO_BE_DONE_UP,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/borlo/3891/20157091,20157091,BORLO,3891,300000,HOUSE,HOUSE,3,157,,0,null,null,3,0,275,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/diepenbeek/3590/11075430,11075430,Diepenbeek,3590,450000,HOUSE,HOUSE,4,,,0,null,null,4,0,0,,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/beringen/3581/20097163,20097163,Beringen,3581,334144,HOUSE,HOUSE,3,140,,0,null,null,3,1,535,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/la-bruyere/5080/10758491,10758491,La Bruyère,5080,299000,HOUSE,HOUSE,4,241,,0,null,null,0,0,485,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/beverlo/3581/11332994,11332994,BEVERLO,3581,629000,HOUSE,HOUSE,4,251,,0,null,null,4,0,1009,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/warisoulx/5080/20254302,20254302,Warisoulx,5080,295000,HOUSE,HOUSE,3,110,,0,1,1,4,1,0,,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/beverlo/3581/11084451,11084451,Beverlo,3581,255000,HOUSE,HOUSE,3,200,,0,null,null,0,0,341,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/beverlo/3581/20077917,20077917,BEVERLO,3581,578000,HOUSE,HOUSE,4,,,0,null,null,4,0,3317,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/apartment-block/for-sale/hastiere-heer/5543/10673188,10673188,"Hastière, Heer",5543,175000,HOUSE,APARTMENT_BLOCK,5,270,0,0,20,null,3,1,0,NOT_INSTALLED,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/farmhouse/for-sale/gingelom/3891/20109703,20109703,GINGELOM,3891,335000,HOUSE,FARMHOUSE,3,354,,0,null,null,4,0,1200,,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/beverlo/3581/20124485,20124485,Beverlo,3581,369000,HOUSE,HOUSE,3,282,,0,28,267,2,0,515,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/rhisnes/5080/20101593,20101593,RHISNES,5080,365000,HOUSE,HOUSE,4,165,,1,,716,4,0,716,SEMI_EQUIPPED,TO_BE_DONE_UP,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/mielen-boven-aalst/3891/11489697,11489697,Mielen-Boven-Aalst,3891,249500,HOUSE,HOUSE,3,140,,0,null,null,3,0,714,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/diepenbeek/3590/20260498,20260498,Diepenbeek,3590,349000,HOUSE,HOUSE,3,167,0,0,,null,2,1,228,HYPER_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/beringen/3581/20234016,20234016,Beringen,3581,525000,HOUSE,HOUSE,3,203,,0,null,null,4,0,11852,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/tessenderlo/3980/20120344,20120344,Tessenderlo,3980,379064,APARTMENT,APARTMENT,2,104,,0,13,1,3,1,,HYPER_EQUIPPED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/beringen/3581/20268683,20268683,Beringen,3581,245000,HOUSE,HOUSE,4,165,,0,20,null,4,0,1275,,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/beringen/3581/20179195,20179195,Beringen,3581,225000,HOUSE,HOUSE,3,140,,0,null,104,3,0,322,,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/rhisnes/5080/10748666,10748666,Rhisnes,5080,4000000,HOUSE,HOUSE,5,800,0,0,200,null,4,0,30982,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/diepenbeek/3590/20255241,20255241,DIEPENBEEK,3590,225000,APARTMENT,APARTMENT,2,90,,0,,null,2,0,,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/diepenbeek/3590/20255233,20255233,DIEPENBEEK,3590,535000,HOUSE,HOUSE,3,210,,0,,null,4,0,978,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/villa/for-sale/beringen/3581/20082942,20082942,Beringen,3581,1075000,HOUSE,VILLA,6,424,,0,null,null,4,0,1248,,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/exceptional-property/for-sale/beringen/3581/11416974,11416974,Beringen,3581,495000,HOUSE,EXCEPTIONAL_PROPERTY,3,202,,1,62,2050,4,1,2300,,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/beverlo/3581/20093763,20093763,BEVERLO,3581,315000,HOUSE,HOUSE,4,220,,0,null,null,0,0,1359,SEMI_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/tessenderlo/3980/20233110,20233110,Tessenderlo,3980,596500,HOUSE,HOUSE,3,322,,0,null,1,3,1,1099,HYPER_EQUIPPED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/beringen/3581/10788497,10788497,Beringen,3581,390000,HOUSE,HOUSE,4,165,,0,30,235,3,0,394,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/tessenderlo/3980/20068084,20068084,Tessenderlo,3980,415000,HOUSE,HOUSE,3,193,,0,null,null,4,1,1008,,,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/beverlo/3581/20090487,20090487,Beverlo,3581,191700,APARTMENT,APARTMENT,1,77,,0,10,null,0,0,,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/tessenderlo/3980/20180242,20180242,Tessenderlo,3980,399000,HOUSE,HOUSE,3,194,0,0,88,null,4,1,889,HYPER_EQUIPPED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/ophoven/3640/20242304,20242304,OPHOVEN,3640,348000,HOUSE,HOUSE,5,400,,0,null,null,4,0,2750,,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/ground-floor/for-sale/kinrooi/3640/20223977,20223977,KINROOI,3640,284000,APARTMENT,GROUND_FLOOR,2,116,,0,14,15,0,0,,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/beringen/3583/20256923,20256923,Beringen,3583,389000,HOUSE,HOUSE,3,162,,0,,null,4,0,1200,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/beringen/3583/20127889,20127889,Beringen,3583,340555,HOUSE,HOUSE,3,150,0,0,null,1,3,1,419,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/paal/3583/20212667,20212667,PAAL,3583,412638,HOUSE,HOUSE,3,198,,0,null,null,3,0,328,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/kinrooi/3640/20223985,20223985,KINROOI,3640,267000,APARTMENT,APARTMENT,2,109,,0,10,null,0,0,,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/beringen/3583/20265810,20265810,BERINGEN,3583,235000,APARTMENT,APARTMENT,2,99,,0,null,null,0,0,,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/beringen/3583/20273443,20273443,Beringen,3583,369000,HOUSE,HOUSE,3,262,,0,,720,4,0,1013,,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/tessenderlo/3980/20120321,20120321,Tessenderlo,3980,545372,HOUSE,HOUSE,3,232,,0,null,1,3,1,1001,HYPER_EQUIPPED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/kinrooi/3640/20234744,20234744,Kinrooi,3640,445000,HOUSE,HOUSE,5,224,,0,,null,4,0,3900,INSTALLED,TO_BE_DONE_UP,FOR_SALE
https://www.immoweb.be/en/classified/chalet/for-sale/kinrooi/3640/20041210,20041210,Kinrooi,3640,66950,HOUSE,CHALET,3,,,0,18,null,4,1,180,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/tessenderlo/3980/11024183,11024183,Tessenderlo,3980,364375,HOUSE,HOUSE,3,,,0,null,null,,1,245,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/beringen/3583/20265623,20265623,Beringen,3583,435000,HOUSE,HOUSE,3,203,,0,21,null,3,0,500,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/penthouse/for-sale/kinrooi/3640/20147193,20147193,Kinrooi,3640,450000,APARTMENT,PENTHOUSE,2,145,,0,73,null,4,0,,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/tessenderlo/3980/20223432,20223432,TESSENDERLO,3980,249000,HOUSE,HOUSE,3,123,,0,null,null,3,0,1520,SEMI_EQUIPPED,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/beringen/3583/20238409,20238409,Beringen,3583,395000,HOUSE,HOUSE,4,173,,0,null,760,4,0,1290,,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/otegem/8553/10884173,10884173,OTEGEM,8553,372000,HOUSE,HOUSE,3,125,,0,,null,3,0,649,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/kinrooi/3640/20095125,20095125,KINROOI,3640,319272,HOUSE,HOUSE,3,140,,0,null,null,3,0,280,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/otegem/8553/10418665,10418665,Otegem,8553,564000,HOUSE,HOUSE,3,,,0,null,null,4,0,991,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/zwevegem/8553/20268255,20268255,Zwevegem,8553,550000,HOUSE,HOUSE,4,234,,0,18,null,3,0,554,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/otegem/8553/10884175,10884175,OTEGEM,8553,327000,HOUSE,HOUSE,3,125,,0,,null,3,0,456,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/beverlo/3581/20252331,20252331,Beverlo,3581,255000,HOUSE,HOUSE,2,120,,0,null,null,4,0,883,SEMI_EQUIPPED,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/beringen/3583/20228545,20228545,Beringen,3583,895000,HOUSE,HOUSE,4,616,,0,,null,4,0,2588,,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/kessenich/3640/20257944,20257944,KESSENICH,3640,1375000,HOUSE,HOUSE,5,510,,1,,null,4,1,4026,HYPER_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/tessenderlo/3980/20210389,20210389,TESSENDERLO,3980,487000,HOUSE,MIXED_USE_BUILDING,4,293,,0,null,null,4,0,2016,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/villa/for-sale/beringen/3581/20213026,20213026,Beringen,3581,629000,HOUSE,VILLA,4,251,0,0,,null,4,0,1009,,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/paal/3583/20178658,20178658,PAAL,3583,301000,APARTMENT,APARTMENT,2,92,,0,25,null,3,0,,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/beringen/3583/20204674,20204674,Beringen,3583,595000,HOUSE,HOUSE,3,460,,0,20,900,3,0,1099,,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/paal/3583/20178659,20178659,PAAL,3583,297000,APARTMENT,APARTMENT,2,109,,0,8,null,3,0,,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/otegem/8553/9911040,9911040,Otegem,8553,327000,HOUSE,HOUSE,3,,,0,null,null,2,0,399,,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/villa/for-sale/tessenderlo/3980/11344916,11344916,Tessenderlo,3980,989000,HOUSE,VILLA,5,457,,0,null,null,4,1,1000,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/tessenderlo/3980/20265809,20265809,TESSENDERLO,3980,265000,HOUSE,HOUSE,3,163,,0,null,null,3,0,802,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/otegem/8553/20184269,20184269,Otegem,8553,695000,HOUSE,HOUSE,4,,,0,,null,4,1,1178,INSTALLED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/otegem/8553/11365444,11365444,Otegem,8553,449000,HOUSE,HOUSE,3,368,,0,null,null,4,0,1843,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/beringen/3581/20230588,20230588,Beringen,3581,275000,HOUSE,HOUSE,3,184,,0,null,800,4,0,1110,,TO_BE_DONE_UP,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/tessenderlo/3980/20264532,20264532,Tessenderlo,3980,289000,APARTMENT,APARTMENT,2,115,,0,23,72,2,1,,USA_INSTALLED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/kinrooi/3640/20095126,20095126,KINROOI,3640,319272,HOUSE,HOUSE,3,140,,0,null,null,3,0,280,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/otegem/8553/20266143,20266143,Otegem,8553,245000,HOUSE,HOUSE,5,225,,0,null,156,2,0,316,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/paal/3583/20212654,20212654,PAAL,3583,408318,HOUSE,HOUSE,3,198,,0,null,null,3,0,305,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/saint-hubert-mirwart/6870/20125321,20125321,"Saint-Hubert, Mirwart",6870,299000,HOUSE,HOUSE,4,215,0,0,,null,3,1,386,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/exceptional-property/for-sale/saint-hubert/6870/20081995,20081995,Saint-Hubert,6870,495000,HOUSE,EXCEPTIONAL_PROPERTY,7,408,0,0,18,415,2,0,861,INSTALLED,JUST_RENOVATED,FOR_SALE
https://www.immoweb.be/en/classified/villa/for-sale/saint-hubert/6870/20214651,20214651,SAINT-HUBERT,6870,570000,HOUSE,VILLA,6,263,,1,20,null,4,0,2800,INSTALLED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/hatrival-saint-hubert/6870/20262234,20262234,Hatrival (Saint-Hubert),6870,230000,HOUSE,HOUSE,3,189,0,0,null,null,4,1,1545,NOT_INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/saint-hubert/6870/20230634,20230634,Saint-Hubert,6870,530000,HOUSE,HOUSE,2,221,,1,21,2151,4,1,2349,USA_HYPER_EQUIPPED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/saint-hubert/6870/11462993,11462993,Saint-Hubert,6870,225000,HOUSE,HOUSE,6,365,0,0,null,null,4,1,1894,,,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/awenne/6870/11458925,11458925,AWENNE,6870,128000,APARTMENT,APARTMENT,1,64,0,0,12,null,2,1,,,JUST_RENOVATED,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/saint-hubert/6870/20213088,20213088,SAINT-HUBERT,6870,99000,HOUSE,HOUSE,2,64,0,0,null,null,2,1,35,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/saint-hubert/6870/20257824,20257824,Saint-Hubert,6870,299000,HOUSE,HOUSE,3,129,,1,,null,4,0,6682,SEMI_EQUIPPED,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/saint-hubert/6870/20165538,20165538,Saint-Hubert,6870,339000,HOUSE,HOUSE,4,198,0,0,45,null,3,1,1140,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/saint-hubert/6870/20269674,20269674,SAINT-HUBERT,6870,105000,HOUSE,HOUSE,3,,,0,null,null,0,0,0,SEMI_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/saint-hubert-arville/6870/20163451,20163451,"Saint-Hubert, Arville",6870,299000,HOUSE,HOUSE,5,270,0,0,,null,4,1,1135,INSTALLED,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/saint-hubert/6870/20254516,20254516,Saint-Hubert,6870,284995,HOUSE,HOUSE,3,160,,0,1,1,4,1,1074,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/exceptional-property/for-sale/hatrival/6870/11429833,11429833,HATRIVAL,6870,650000,HOUSE,EXCEPTIONAL_PROPERTY,2,73,,0,null,null,4,0,11239,INSTALLED,JUST_RENOVATED,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/awenne/6870/10876602,10876602,AWENNE,6870,135000,HOUSE,HOUSE,7,,,0,null,null,0,0,765,,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/exceptional-property/for-sale/saint-hubert/6870/20044175,20044175,SAINT-HUBERT,6870,219000,HOUSE,EXCEPTIONAL_PROPERTY,3,,,0,20,628,4,0,628,NOT_INSTALLED,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/ground-floor/for-sale/mortsel/2640/20245246,20245246,Mortsel,2640,279000,APARTMENT,GROUND_FLOOR,2,110,,0,20,200,3,0,,USA_INSTALLED,JUST_RENOVATED,FOR_SALE
https://www.immoweb.be/en/classified/country-cottage/for-sale/tessenderlo/3980/11287967,11287967,Tessenderlo,3980,1650000,HOUSE,COUNTRY_COTTAGE,3,,,0,null,null,4,1,0,,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/mortsel/2640/20228760,20228760,Mortsel,2640,279000,APARTMENT,APARTMENT,3,97,,0,,null,4,0,,HYPER_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/ground-floor/for-sale/mortsel/2640/20220543,20220543,Mortsel,2640,319000,APARTMENT,GROUND_FLOOR,2,102,,0,16,100,2,0,,INSTALLED,JUST_RENOVATED,FOR_SALE
https://www.immoweb.be/en/classified/bungalow/for-sale/tessenderlo/3980/11281864,11281864,Tessenderlo,3980,399000,HOUSE,BUNGALOW,4,246,0,0,,586,4,0,860,,JUST_RENOVATED,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/saint-hubert/6870/20236922,20236922,Saint-Hubert,6870,130000,HOUSE,HOUSE,3,218,,0,8,150,3,1,205,SEMI_EQUIPPED,TO_BE_DONE_UP,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/saint-hubert/6870/20154265,20154265,Saint-Hubert,6870,150000,HOUSE,HOUSE,3,,,0,1,null,2,1,0,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/saint-hubert/6870/20139718,20139718,Saint-Hubert,6870,299000,HOUSE,HOUSE,5,352,,1,17,1352,3,1,1352,SEMI_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/mortsel/2640/11471294,11471294,Mortsel,2640,569900,HOUSE,MIXED_USE_BUILDING,4,500,0,0,null,140,2,1,455,INSTALLED,GOOD,FOR_SALE
